Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
468,Matthew Dellavedova,27,MIL,PG,38,3,18.7,1.4,4,0.362,0.8,2.1,0.372,0.7,1.9,0.351,0.457,0.7,0.7,0.926,0.4,1.3,1.7,3.8,0.4,0,1.3,1.8,4.3,,dellama01
469,Treveon Graham,24,CHO,SG,63,2,16.7,1.5,3.5,0.434,0.6,1.5,0.412,0.9,2,0.452,0.525,0.7,0.9,0.695,0.7,1.3,1.9,0.9,0.5,0,0.4,1.7,4.3,,grahatr01
470,Shane Larkin,25,BOS,PG,54,2,14.4,1.6,4.1,0.384,0.6,1.6,0.36,1,2.5,0.398,0.454,0.6,0.7,0.865,0.3,1.4,1.7,1.8,0.5,0,0.6,1.1,4.3,,larkish01
471,Miles Plumlee,29,ATL,C,55,35,16.7,1.9,3.3,0.583,0,0,,1.9,3.3,0.583,0.583,0.5,1.1,0.45,1.4,2.7,4.1,0.8,0.3,0.5,1.1,1.4,4.3,,plumlmi01
472,Khem Birch,25,ORL,C,42,0,13.8,1.6,3,0.54,0,0,,1.6,3,0.54,0.54,1,1.5,0.689,1.7,2.6,4.3,0.8,0.4,0.5,0.5,1.3,4.2,,birchkh01
473,Torrey Craig,27,DEN,SF,39,5,16.1,1.6,3.5,0.453,0.4,1.5,0.293,1.2,2,0.57,0.515,0.6,0.9,0.629,1,2.2,3.3,0.6,0.3,0.4,0.5,1.6,4.2,,craigto01
474,Sam Dekker,23,LAC,PF,73,1,12.1,1.8,3.5,0.494,0.1,0.8,0.167,1.6,2.7,0.593,0.514,0.5,0.8,0.661,0.6,1.8,2.4,0.5,0.3,0.1,0.5,1,4.2,,dekkesa01
475,Timofey Mozgov,31,BRK,C,31,13,11.6,1.7,3,0.559,0.1,0.6,0.222,1.5,2.4,0.64,0.581,0.7,1,0.767,1,2.1,3.2,0.4,0.2,0.4,1.1,1.3,4.2,,mozgoti01
476,Adreian Payne,26,ORL,PF,5,0,8.6,1.4,2,0.7,0.4,0.6,0.667,1,1.4,0.714,0.8,1,1.2,0.833,0.4,1.4,1.8,0,0.4,0,0.4,1.2,4.2,,paynead01
477,Damyean Dotson,23,NYK,SG,44,2,10.8,1.6,3.7,0.447,0.5,1.5,0.324,1.1,2.1,0.538,0.516,0.4,0.5,0.696,0.2,1.7,1.9,0.7,0.3,0,0.4,0.8,4.1,,dotsoda01
478,Tyler Ennis,23,LAL,PG,54,11,12.6,1.7,4.1,0.42,0.3,1,0.25,1.5,3.1,0.476,0.451,0.4,0.5,0.759,0.4,1.4,1.8,1.9,0.6,0.2,0.7,1.4,4.1,,ennisty01
479,Joffrey Lauvergne,26,SAS,C,55,1,9.7,1.8,3.5,0.516,0,0.1,0,1.8,3.4,0.53,0.516,0.5,0.9,0.638,1.1,2,3.1,0.7,0.2,0.1,0.6,0.8,4.1,,lauvejo01
480,Alec Peters,22,PHO,PF,20,0,11.3,1.4,3.7,0.378,0.9,2.9,0.31,0.5,0.8,0.625,0.5,0.4,0.5,0.8,0.4,1.5,1.9,0.6,0.1,0.1,0.2,0.7,4.1,,peteral01
481,Glenn Robinson III,24,IND,SF,23,1,14.7,1.6,3.7,0.424,0.6,1.5,0.412,1,2.2,0.431,0.506,0.4,0.5,0.818,0.5,1.1,1.6,0.7,0.6,0,0.2,0.6,4.1,,robingl02
482,Lance Thomas,29,NYK,PF,73,31,18.5,1.4,3.7,0.382,0.7,1.7,0.403,0.7,2,0.364,0.476,0.6,0.7,0.83,0.6,1.8,2.4,0.6,0.4,0.2,0.5,1.8,4.1,,thomala01
483,Sterling Brown,22,MIL,SG,54,4,14.4,1.5,3.8,0.4,0.6,1.7,0.352,0.9,2.1,0.439,0.478,0.4,0.4,0.875,0.5,2.1,2.6,0.5,0.6,0.2,0.5,1.5,4,,brownst02
484,Henry Ellenson,21,DET,PF,38,0,8.7,1.4,3.8,0.363,0.5,1.6,0.333,0.9,2.3,0.384,0.432,0.7,0.8,0.862,0.3,1.9,2.1,0.5,0.1,0,0.5,0.6,4,,ellenhe01
485,Kevon Looney,21,GSW,C,66,4,13.8,1.7,2.9,0.58,0,0.1,0.2,1.7,2.8,0.59,0.583,0.6,1.2,0.545,1.3,2,3.3,0.6,0.5,0.8,0.5,1.6,4,,looneke01
486,Patrick McCaw,22,GSW,SG,57,10,16.9,1.6,3.9,0.409,0.3,1.4,0.238,1.3,2.5,0.503,0.451,0.5,0.6,0.765,0.3,1.2,1.4,1.4,0.8,0.2,0.7,1.2,4,,mccawpa01
487,Jordan Mickey,23,MIA,PF,23,3,12.3,1.7,3.6,0.476,0.1,0.7,0.125,1.6,2.9,0.561,0.488,0.6,0.8,0.684,0.8,2.7,3.5,0.4,0.3,0.4,0.8,1.6,4,,mickejo01
488,Chinanu Onuaku,21,HOU,C,1,0,22,2,5,0.4,0,0,,2,5,0.4,0.4,0,0,,1,3,4,1,0,0,3,4,4,,onuakch01
489,Alan Williams,25,PHO,PF,5,0,14,1.4,3.6,0.389,0,0,,1.4,3.6,0.389,0.389,1.2,1.8,0.667,0.6,3.8,4.4,1.6,1,0.2,1.4,2.6,4,,willial03
490,Paul Zipser,23,CHI,SF,54,12,15.3,1.5,4.3,0.346,0.7,2,0.336,0.8,2.3,0.355,0.425,0.4,0.5,0.76,0.2,2.2,2.4,0.9,0.4,0.3,0.8,1.6,4,,zipsepa01
491,Cedi Osman,22,CLE,SF,61,12,11,1.5,3,0.484,0.5,1.4,0.368,1,1.6,0.586,0.57,0.4,0.8,0.565,0.3,1.7,2,0.7,0.4,0,0.5,1.3,3.9,,osmande01
492,Patrick Patterson,28,OKC,PF,82,3,15.5,1.3,3.2,0.398,0.8,2.1,0.386,0.5,1.2,0.421,0.523,0.5,0.6,0.87,0.4,2,2.4,0.7,0.6,0.3,0.4,1.1,3.9,,pattepa01
493,Sindarius Thornwell,23,LAC,SG,73,16,15.8,1.4,3.2,0.429,0.3,0.8,0.377,1.1,2.4,0.448,0.479,0.8,1.2,0.67,0.5,1.5,1.9,0.9,0.7,0.3,0.7,1.7,3.9,,thornsi01
494,Joe Young,25,IND,PG,53,1,10.5,1.5,3.5,0.43,0.5,1.2,0.379,1,2.3,0.458,0.497,0.4,0.5,0.759,0.2,1,1.2,0.7,0.3,0,0.5,0.7,3.9,,youngjo01
495,R.J. Hunter,24,HOU,SG,5,1,9,1.4,4,0.35,0.6,2.8,0.214,0.8,1.2,0.667,0.425,0.4,0.4,1,0,1,1,0.6,0.6,0,0.4,1.4,3.8,,hunterj01
496,Wes Iwundu,23,ORL,SF,62,12,16.5,1.5,3.5,0.427,0.1,0.7,0.196,1.4,2.8,0.488,0.447,0.5,0.8,0.723,0.6,1.6,2.2,0.9,0.5,0.2,0.5,1.3,3.7,,iwundwe01
497,Marquis Teague,24,MEM,PG,3,0,24.7,1.3,5.3,0.25,0.3,1.3,0.25,1,4,0.25,0.281,0.7,1.7,0.4,0.3,1.7,2,4.3,1.3,0,1,1.7,3.7,,teaguma01
498,Ante Žižić,21,CLE,C,32,2,6.7,1.5,2.1,0.731,0,0,,1.5,2.1,0.731,0.731,0.7,0.9,0.724,0.8,1.1,1.9,0.2,0.1,0.4,0.3,0.9,3.7,,zizican01
499,Ivica Zubac,20,LAL,C,43,0,9.5,1.4,2.8,0.5,0,0,0,1.4,2.8,0.504,0.5,0.9,1.2,0.765,1,1.8,2.9,0.6,0.2,0.3,0.6,1.1,3.7,,zubaciv01
500,Kay Felder,22,2TM,PG,16,0,8.8,1.3,4.4,0.3,0.3,1.2,0.211,1.1,3.2,0.333,0.329,0.7,0.8,0.917,0.2,0.9,1.1,1.3,0.2,0.1,1,0.7,3.6,,feldeka01
501,Kay Felder,22,CHI,PG,14,0,9.6,1.4,4.7,0.303,0.3,1.3,0.222,1.1,3.4,0.333,0.333,0.8,0.9,0.917,0.1,0.9,1,1.4,0.2,0.1,1.1,0.8,3.9,,feldeka01
502,Kay Felder,22,DET,PG,2,0,3,0.5,2,0.25,0,0.5,0,0.5,1.5,0.333,0.25,0,0,,1,1,2,0,0,0,0.5,0,1,,feldeka01
503,Alex Caruso,23,LAL,PG,37,7,15.2,1.4,3.1,0.431,0.4,1.2,0.302,1,2,0.507,0.487,0.6,0.8,0.7,0.4,1.4,1.8,2,0.6,0.3,1.1,1.4,3.6,,carusal01
504,Tarik Black,26,HOU,C,51,2,10.5,1.5,2.5,0.591,0,0.2,0.091,1.5,2.3,0.638,0.594,0.6,1.2,0.46,1.2,2,3.2,0.3,0.4,0.6,0.7,2.1,3.5,,blackta01
505,Salah Mejri,31,DAL,C,61,1,12,1.4,2.2,0.642,0,0,0,1.4,2.2,0.657,0.642,0.6,1.1,0.576,1.4,2.6,4,0.6,0.4,1.1,0.6,2,3.5,,mejrisa01
506,Malachi Richardson,22,2TM,SG,26,4,12.5,1.2,3.5,0.333,0.5,1.5,0.3,0.7,1.9,0.36,0.4,0.7,0.8,0.773,0.2,1.1,1.3,0.5,0.4,0,0.4,1,3.4,,richama01
507,Malachi Richardson,22,SAC,SG,25,4,12.8,1.2,3.5,0.33,0.5,1.6,0.308,0.7,2,0.347,0.398,0.7,0.9,0.773,0.2,1.1,1.3,0.5,0.4,0,0.4,1.1,3.5,,richama01
508,Malachi Richardson,22,TOR,SG,1,0,5,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,1,1,0,0,0,0,0,2,,richama01
509,Arron Afflalo,32,ORL,SG,53,3,12.9,1.2,3.1,0.401,0.5,1.3,0.386,0.7,1.7,0.413,0.485,0.4,0.5,0.846,0.1,1.2,1.2,0.6,0.1,0.2,0.4,1.1,3.4,,afflaar01
510,Milton Doyle,24,BRK,SG,10,0,12.5,1.3,4.7,0.277,0.4,2.3,0.174,0.9,2.4,0.375,0.319,0.4,0.8,0.5,0.3,1.5,1.8,1,0.6,0.2,0.2,1.3,3.4,,doylemi01
511,Walt Lemon Jr.,25,NOP,PG,5,0,7,1.4,3.2,0.438,0.2,0.2,1,1.2,3,0.4,0.469,0.4,0.6,0.667,0,0.4,0.4,1,0,0.2,0.8,1,3.4,,lemonwa01
512,Meyers Leonard,25,POR,C,33,2,7.7,1.4,2.4,0.59,0.3,0.8,0.423,1.1,1.6,0.673,0.66,0.3,0.3,0.818,0.4,1.8,2.1,0.5,0.2,0,0.3,1.1,3.4,,leoname01
513,Jason Smith,31,WAS,C,33,2,8.6,1.4,3.5,0.391,0.1,1,0.125,1.2,2.5,0.494,0.409,0.6,0.6,0.905,0.5,1.1,1.6,0.4,0.1,0.4,0.5,1.3,3.4,,smithja02
514,Dwayne Bacon,22,CHO,SG,53,6,13.5,1.4,3.6,0.375,0.2,0.8,0.256,1.2,2.8,0.409,0.404,0.4,0.5,0.8,0.1,2.3,2.3,0.7,0.3,0,0.4,0.9,3.3,,bacondw01
515,Juancho Hernangómez,22,DEN,PF,25,3,11.1,1.2,3,0.387,0.6,2,0.28,0.6,1,0.6,0.48,0.4,0.5,0.833,0.7,1.4,2.2,0.5,0.2,0.1,0.4,1,3.3,,hernaju01
516,Monte Morris,22,DEN,PG,3,0,8.3,1.3,2,0.667,0,0.3,0,1.3,1.7,0.8,0.667,0.7,0.7,1,0,0.7,0.7,2.3,1,0,0.3,0.3,3.3,,morrimo01
517,David Stockton,26,UTA,PG,3,0,3,0.7,1,0.667,0.7,1,0.667,0,0,,1,1.3,1.3,1,0,0,0,0,0,0,0.3,1,3.3,,stockda01
518,Jason Terry,40,MIL,SG,51,4,16,1.2,3,0.383,0.8,2.3,0.348,0.4,0.8,0.487,0.513,0.2,0.2,0.889,0.1,0.8,0.9,1.2,0.8,0.3,0.5,1,3.3,,terryja01
519,Okaro White,25,MIA,PF,6,4,13.3,1.2,2.7,0.438,0.7,1.8,0.364,0.5,0.8,0.6,0.563,0.3,0.5,0.667,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1,3.3,,whiteok01
520,Malik Beasley,21,DEN,SG,62,0,9.4,1.2,2.9,0.41,0.5,1.3,0.341,0.7,1.5,0.469,0.489,0.4,0.5,0.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,,beaslma01
521,Kyle Collinsworth,26,DAL,SF,32,2,15,1.2,3.1,0.384,0.1,0.5,0.235,1.1,2.6,0.415,0.404,0.7,1.3,0.525,1,2.3,3.3,1.8,0.5,0.3,0.8,1.4,3.2,,colliky01
522,Jared Dudley,32,PHO,PF,48,0,14.3,1,2.5,0.393,0.6,1.7,0.363,0.4,0.9,0.452,0.512,0.6,0.7,0.771,0.2,1.8,2,1.6,0.5,0.2,0.6,1.8,3.2,,dudleja01
523,Derrick White,23,SAS,PG,17,0,8.2,0.9,1.9,0.485,0.5,0.8,0.615,0.5,1.2,0.4,0.606,0.8,1.2,0.7,0.3,1.2,1.5,0.5,0.2,0.2,0.4,0.5,3.2,,whitede01
524,Derrick Jones Jr.,20,2TM,SF,20,8,12.3,1.1,2.7,0.396,0.2,0.9,0.167,0.9,1.8,0.514,0.425,0.8,1.2,0.667,1.1,0.9,1.9,0.5,0.2,0.7,0.4,1.2,3.1,,jonesde02
525,Derrick Jones Jr.,20,PHO,SF,6,0,5.5,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0.8,1,0.833,0.3,0.3,0.7,0.5,0.2,0.7,0.2,0.3,1.5,,jonesde02
526,Derrick Jones Jr.,20,MIA,SF,14,8,15.1,1.4,3.5,0.388,0.2,1.1,0.188,1.1,2.4,0.485,0.418,0.8,1.3,0.611,1.4,1.1,2.4,0.4,0.2,0.6,0.4,1.6,3.7,,jonesde02
527,Terrance Ferguson,19,OKC,SG,61,12,12.5,1.1,2.8,0.414,0.7,2,0.333,0.5,0.8,0.612,0.533,0.1,0.2,0.9,0.3,0.5,0.8,0.3,0.4,0.2,0.2,1.4,3.1,,fergute01
528,Nigel Hayes,23,3TM,SF,9,0,13.6,1.2,3.7,0.333,0.4,1.8,0.25,0.8,1.9,0.412,0.394,0.1,0.3,0.333,0.4,2,2.4,0.7,0.2,0.3,0.2,0.9,3,,hayesni01
529,Nigel Hayes,23,LAL,SF,2,0,5.5,0.5,1.5,0.333,0,1,0,0.5,0.5,1,0.333,0.5,0.5,1,0,0,0,1,0,0,0,0,1.5,,hayesni01
530,Nigel Hayes,23,TOR,SF,2,0,3,1,1,1,1,1,1,0,0,,1.5,0,0,,0,0,0,0,0,0,0.5,0,3,,hayesni01
531,Nigel Hayes,23,SAC,SF,5,0,21,1.6,5.6,0.286,0.4,2.4,0.167,1.2,3.2,0.375,0.321,0,0.4,0,0.8,3.6,4.4,0.8,0.4,0.6,0.2,1.6,3.6,,hayesni01
532,Gary Payton II,25,2TM,PG,23,6,9.6,1.3,3.2,0.405,0.3,1.1,0.24,1,2.1,0.49,0.446,0.1,0.4,0.333,0.6,1.3,1.9,0.9,0.3,0.1,0.3,1.3,3,,paytoga02
533,Gary Payton II,25,MIL,PG,12,6,8.8,1.1,2.8,0.394,0.2,1,0.167,0.9,1.8,0.524,0.424,0.2,0.3,0.667,0.3,1.1,1.4,0.8,0.3,0.1,0.3,1.4,2.5,,paytoga02
534,Gary Payton II,25,LAL,PG,11,0,10.5,1.5,3.7,0.415,0.4,1.2,0.308,1.2,2.5,0.464,0.463,0.1,0.5,0.167,0.8,1.6,2.5,1.1,0.4,0.2,0.4,1.2,3.5,,paytoga02
535,Jabari Bird,23,BOS,SG,13,1,8.8,1.2,2,0.577,0.2,0.5,0.429,0.9,1.5,0.632,0.635,0.5,1,0.462,0.5,1,1.5,0.6,0.2,0.1,0.6,0.5,3,,birdja01
536,Anthony Brown,25,MIN,SF,1,0,4,1,1,1,1,1,1,0,0,,1.5,0,0,,0,0,0,1,0,0,0,0,3,,brownan02
537,Tim Frazier,27,WAS,PG,59,11,14.2,1.2,2.9,0.395,0.3,0.9,0.304,0.9,2,0.44,0.445,0.4,0.5,0.767,0.3,1.6,1.9,3.3,0.8,0.1,1,1.6,3,,fraziti01
538,Naz Mitrou-Long,24,UTA,SG,1,0,1,1,1,1,1,1,1,0,0,,1.5,0,0,,0,0,0,0,0,0,0,0,3,,mitrona01
539,Abdel Nader,24,BOS,SF,48,1,10.9,1,3.1,0.336,0.5,1.4,0.354,0.6,1.8,0.321,0.413,0.5,0.8,0.59,0.3,1.2,1.5,0.5,0.3,0.2,0.7,0.9,3,,naderab01
540,Kendrick Perkins,33,CLE,C,1,0,15,1,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,0,1,1,2,1,0,1,1,3,,perkike01
541,Davon Reed,22,PHO,SG,21,1,11.5,1,3.6,0.289,0.5,1.8,0.289,0.5,1.8,0.289,0.362,0.4,0.6,0.667,0.1,1.8,1.9,0.6,0.5,0.1,0.5,0.8,3,,reedda01
542,Gian Clavell,24,DAL,SG,7,0,9.1,0.9,2.6,0.333,0.9,2.1,0.4,0,0.4,0,0.5,0.3,0.3,1,0.1,0.9,1,0.4,0.3,0,0.3,1.1,2.9,,clavegi01
543,T.J. Leaf,20,IND,PF,53,0,8.7,1.2,2.6,0.471,0.3,0.8,0.429,0.9,1.8,0.489,0.537,0.2,0.3,0.625,0.5,1,1.5,0.2,0.1,0.1,0.2,0.8,2.9,,leaftj01
544,Briante Weber,25,2TM,PG,18,0,13.2,1.1,2.4,0.442,0.2,0.6,0.364,0.8,1.8,0.469,0.488,0.4,0.6,0.8,0.4,1.5,1.9,1.2,1,0.3,0.8,1.6,2.8,,weberbr01
545,Briante Weber,25,HOU,PG,13,0,9.1,0.7,1.7,0.409,0.3,0.7,0.444,0.4,1,0.385,0.5,0.3,0.3,1,0.2,1.2,1.4,1,0.8,0.2,0.5,1.4,2,,weberbr01
546,Briante Weber,25,MEM,PG,5,0,23.8,2,4.2,0.476,0,0.4,0,2,3.8,0.526,0.476,0.8,1.2,0.667,1,2.4,3.4,1.8,1.6,0.4,1.6,2,4.8,,weberbr01
547,Darrell Arthur,29,DEN,PF,19,1,7.4,1.2,2.5,0.468,0.4,1.2,0.348,0.7,1.3,0.583,0.553,0.1,0.2,0.667,0.2,0.6,0.8,0.5,0.4,0.2,0.8,1.2,2.8,,arthuda01
548,James Young,22,PHI,SG,6,0,10.2,0.8,2.3,0.357,0.5,1.7,0.3,0.3,0.7,0.5,0.464,0.7,1,0.667,0,0.3,0.3,0.3,0,0,0.2,0.7,2.8,,youngja01
549,James Michael McAdoo,25,PHI,PF,3,0,6,0.7,2.3,0.286,0.7,2.3,0.286,0,0,,0.429,0.7,0.7,1,0,0.7,0.7,0,0,0.3,0.3,0.3,2.7,,mcadoja01
550,Semi Ojeleye,23,BOS,PF,73,0,15.8,0.9,2.6,0.346,0.5,1.7,0.32,0.3,0.9,0.397,0.452,0.3,0.6,0.61,0.5,1.7,2.2,0.3,0.3,0.1,0.3,1.2,2.7,,ojelese01
551,Josh Magette,28,ATL,PG,18,0,12,0.8,2.6,0.326,0.4,1.2,0.364,0.4,1.3,0.292,0.413,0.4,0.4,1,0.1,0.9,1.1,3.2,0.4,0.1,0.5,0.9,2.6,,magetjo01
552,Ekpe Udoh,30,UTA,C,63,3,12.9,1,1.9,0.5,0,0,0,1,1.9,0.504,0.5,0.7,0.9,0.75,1.1,1.3,2.4,0.8,0.7,1.2,0.3,1.7,2.6,,udohek01
553,Bobby Brown,33,HOU,PG,20,0,5.8,1,2.9,0.328,0.6,2,0.275,0.4,0.9,0.444,0.422,0.1,0.1,0.5,0,0.4,0.4,0.6,0.2,0,0.5,0.3,2.5,,brownbo02
554,Malcolm Miller,24,TOR,SF,15,4,8.4,0.9,1.9,0.464,0.5,1.4,0.381,0.3,0.5,0.714,0.607,0.3,0.3,1,0.3,0.7,1,0.2,0.1,0.1,0.3,0.7,2.5,,millema01
555,Lucas Nogueira,25,TOR,C,49,3,8.5,1,1.6,0.613,0.1,0.4,0.263,0.9,1.2,0.721,0.644,0.4,0.6,0.679,0.4,1.4,1.8,0.4,0.5,0.9,0.3,1,2.5,,noguelu01
556,Brice Johnson,23,2TM,PF,18,0,5.4,1.1,2.3,0.476,0,0.1,0,1.1,2.3,0.488,0.476,0.2,0.3,0.6,0.5,1.2,1.7,0.1,0.5,0.3,0.3,0.7,2.4,,johnsbr02
557,Brice Johnson,23,LAC,PF,9,0,4.2,0.8,1.2,0.636,0,0.1,0,0.8,1.1,0.7,0.636,0.2,0.2,1,0.2,1.2,1.4,0.1,0.7,0.2,0.4,0.8,1.8,,johnsbr02
558,Brice Johnson,23,MEM,PF,9,0,6.7,1.4,3.4,0.419,0,0,,1.4,3.4,0.419,0.419,0.1,0.3,0.333,0.8,1.2,2,0.1,0.3,0.4,0.1,0.7,3,,johnsbr02
559,Ron Baker,24,NYK,SG,29,1,13.3,0.7,2,0.339,0.4,1.1,0.333,0.3,0.9,0.346,0.432,0.7,0.9,0.769,0.2,0.9,1,1.6,0.9,0.2,0.6,1.1,2.4,,bakerro01
560,Solomon Hill,26,NOP,SF,12,1,15.6,0.9,3.4,0.268,0.3,1.8,0.19,0.6,1.7,0.35,0.317,0.3,0.5,0.5,0.8,2.3,3,1.8,0.6,0.1,0.8,1.8,2.4,,hillso01
561,Chris McCullough,22,WAS,PF,19,0,4.7,0.9,2.2,0.429,0.1,0.4,0.125,0.9,1.8,0.5,0.44,0.5,0.7,0.643,0.4,0.9,1.3,0.2,0,0.3,0.1,0.4,2.4,,mcculch01
562,Marcus Paige,24,CHO,PG,5,0,5.6,0.8,2.8,0.286,0.4,1.6,0.25,0.4,1.2,0.333,0.357,0.4,0.4,1,0,0.8,0.8,0.6,0,0,0,0,2.4,,paigema01
563,Guerschon Yabusele,22,BOS,PF,33,4,7.1,0.8,1.8,0.426,0.4,1.1,0.324,0.4,0.7,0.583,0.525,0.5,0.7,0.682,0.5,1.1,1.6,0.5,0.1,0.2,0.4,0.7,2.4,,yabusgu01
564,Rashad Vaughn,21,3TM,SG,28,0,7.6,0.8,2,0.411,0.5,1.3,0.378,0.3,0.7,0.474,0.536,0.1,0.2,0.667,0.1,0.6,0.8,0.5,0.2,0.1,0.2,0.5,2.3,,vaughra01
565,Rashad Vaughn,21,MIL,SG,22,0,7.9,1,2.3,0.42,0.6,1.6,0.371,0.4,0.7,0.533,0.55,0.2,0.3,0.667,0.1,0.7,0.8,0.5,0.2,0.1,0.2,0.5,2.7,,vaughra01
566,Rashad Vaughn,21,BRK,SG,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,1,0,,vaughra01
567,Rashad Vaughn,21,ORL,SG,5,0,7,0.4,1.2,0.333,0.2,0.4,0.5,0.2,0.8,0.25,0.417,0,0,,0.2,0.6,0.8,0,0.2,0,0.4,0.4,1,,vaughra01
568,Aaron Brooks,33,MIN,PG,32,1,5.9,0.9,2.2,0.406,0.3,1,0.355,0.5,1.2,0.447,0.486,0.3,0.3,0.727,0.2,0.3,0.5,0.6,0.2,0,0.3,0.9,2.3,,brookaa01
569,Lorenzo Brown,27,TOR,PG,14,0,9.9,1,2.4,0.412,0.1,0.9,0.167,0.9,1.6,0.545,0.441,0.1,0.1,1,0.1,1,1.1,0.9,0.4,0,0.2,0.5,2.3,,brownlo01
570,John Holland,29,CLE,SF,24,0,7.3,0.7,2.5,0.288,0.5,1.5,0.306,0.3,1,0.261,0.381,0.4,0.5,0.692,0.3,0.8,1,0.2,0.3,0.1,0.3,0.4,2.3,,hollajo02
571,Josh Huestis,26,OKC,PF,69,10,14.2,0.9,2.6,0.33,0.5,1.7,0.287,0.4,1,0.403,0.42,0.1,0.3,0.3,0.6,1.7,2.3,0.3,0.2,0.6,0.4,1.2,2.3,,huestjo01
572,Brandon Paul,26,SAS,SG,64,2,9,0.9,2,0.433,0.2,0.8,0.278,0.6,1.1,0.548,0.492,0.3,0.7,0.512,0.1,1,1.1,0.6,0.4,0.1,0.5,0.9,2.3,,paulbr01
573,Caleb Swanigan,20,POR,PF,27,3,7,0.9,2.2,0.4,0,0.3,0.125,0.9,1.9,0.442,0.408,0.4,0.7,0.667,0.6,1.4,2,0.5,0.2,0.1,0.7,1.4,2.3,,swanica01
574,Bruno Caboclo,22,2TM,SF,12,0,8.9,0.8,2.6,0.29,0.3,1.4,0.176,0.5,1.2,0.429,0.339,0.4,0.5,0.833,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,2.2,,cabocbr01
575,Bruno Caboclo,22,TOR,SF,2,0,3.5,0,1,0,0,1,0,0,0,,0,0,0,,0,0.5,0.5,0.5,0.5,0,0,0.5,0,,cabocbr01
576,Bruno Caboclo,22,SAC,SF,10,0,10,0.9,2.9,0.31,0.3,1.5,0.2,0.6,1.4,0.429,0.362,0.5,0.6,0.833,0.7,1.4,2.1,0.3,0.2,0.4,0.4,0.7,2.6,,cabocbr01
577,Nick Collison,37,OKC,PF,15,0,5,0.9,1.3,0.684,0,0,,0.9,1.3,0.684,0.684,0.3,0.9,0.385,0.5,0.9,1.3,0.3,0,0,0.5,0.5,2.1,,collini01
578,Eric Moreland,26,DET,PF,67,3,12,1,1.8,0.541,0,0,,1,1.8,0.541,0.541,0.2,0.4,0.379,1.2,2.9,4.1,1.2,0.5,0.8,0.6,1.7,2.1,,moreler01
579,Georgios Papagiannis,20,2TM,C,17,0,7.2,1.1,2.5,0.429,0,0,,1.1,2.5,0.429,0.429,0,0,,0.8,1.4,2.2,0.5,0.2,0.4,0.5,0.7,2.1,,papagge01
580,Georgios Papagiannis,20,SAC,C,16,0,7.4,1.1,2.6,0.415,0,0,,1.1,2.6,0.415,0.415,0,0,,0.8,1.5,2.3,0.6,0.1,0.4,0.5,0.8,2.1,,papagge01
581,Georgios Papagiannis,20,POR,C,1,0,4,1,1,1,0,0,,1,1,1,1,0,0,,1,0,1,0,2,0,0,0,2,,papagge01
582,Ryan Arcidiacono,23,CHI,PG,24,0,12.7,0.7,1.7,0.415,0.4,1.3,0.29,0.3,0.4,0.8,0.524,0.2,0.3,0.833,0,1,1,1.5,0.5,0,0.5,0.8,2,,arcidry01
583,Luol Deng,32,LAL,SF,1,1,13,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,1,1,0,1,0,2,,denglu01
584,Jeremy Evans,30,ATL,SF,1,0,5,1,1,1,0,0,,1,1,1,1,0,0,,1,0,1,0,0,0,1,1,2,,evansje01
585,Daniel Hamilton,22,OKC,SG,6,0,4.7,0.8,1.8,0.455,0.3,0.8,0.4,0.5,1,0.5,0.545,0,0,,0,0.8,0.8,1.3,0.2,0,0.3,0.3,2,,hamilda02
586,Gordon Hayward,27,BOS,SF,1,1,5,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,1,1,0,0,0,0,1,2,,haywago01
587,Mangok Mathiang,25,CHO,C,4,0,5,1,1.8,0.571,0,0,,1,1.8,0.571,0.571,0,0.3,0,0.8,1.8,2.5,0,0.3,0,0,1.3,2,,mathima01
588,Justin Patton,20,MIN,C,1,0,4,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,1,0,0,1,2,,pattoju01
589,Quincy Pondexter,29,CHI,SF,23,1,8.5,0.6,2.1,0.286,0.1,1,0.136,0.5,1.2,0.407,0.316,0.6,0.7,0.824,0.3,0.8,1.2,0.4,0.3,0.1,0.5,1,2,,pondequ01
590,Devin Robinson,22,WAS,SF,1,0,13,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,2,3,5,0,1,0,0,2,2,,robinde01
591,Edmond Sumner,22,IND,PG,1,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,1,2,,sumneed01
